-0.839	480.25
3.438	501.91667
7.711	143.58333
11.981	55.25
16.247	44.25
20.509	46.25
24.768	45.91667
29.024	43.58333
33.276	42.25
37.524	50.58333
41.769	40.91667
46.01	37.25
50.247	51.25
54.481	65.58333
58.712	68.25
62.939	49.58333
67.162	60.91667
71.382	58.25
75.599	44.58333
79.812	62.58333
84.021	83.25
88.227	57.58333
92.429	66.91667
96.628	52.91667
100.823	69.25
105.015	76.91667
109.204	77.58333
113.388	80.58333
117.57	78.58333
121.748	96.25
125.922	82.91667
130.093	102.58333
134.261	109.25
138.425	105.58333
142.585	151.91667
146.742	149.25
150.896	176.58333
155.046	239.91667
159.193	383.25
163.336	682.91667
167.476	1266.25
171.613	2283.25
175.746	3713.91667
179.875	5408.58333
184.002	6945.91667
188.124	7889.25
192.244	8047.25
196.36	7854.58333
200.472	7464.25
204.581	7090.58333
208.687	6820.58333
212.79	6655.25
216.889	6473.58333
220.984	6423.25
225.077	6390.91667
229.165	6393.91667
233.251	6363.25
237.333	6284.25
241.412	6254.91667
245.487	6177.58333
249.559	6046.58333
253.628	6004.25
257.694	5973.58333
261.756	5869.58333
265.814	5732.58333
269.87	5544.58333
273.922	5373.91667
277.97	5310.58333
282.016	5250.25
286.058	5223.25
290.097	5278.91667
294.132	5254.91667
298.164	5196.91667
302.193	4949.91667
306.219	4602.91667
310.241	4228.25
314.26	3888.58333
318.276	3577.25
322.288	3362.91667
326.297	3174.25
330.303	3006.91667
334.305	2932.25
338.305	2897.58333
342.301	2843.25
346.294	2795.25
350.283	2763.25
354.269	2731.25
358.252	2718.91667
362.232	2690.91667
366.209	2640.58333
370.182	2607.58333
374.152	2585.58333
378.119	2570.91667
382.083	2584.25
386.043	2583.91667
390	2540.91667
393.954	2552.91667
397.905	2507.91667
401.852	2514.91667
405.797	2471.25
409.738	2476.25
413.676	2475.58333
417.61	2471.58333
421.542	2427.91667
425.47	2383.25
429.396	2372.25
433.318	2364.25
437.236	2331.25
441.152	2323.25
445.065	2285.58333
448.974	2277.25
452.88	2246.58333
456.783	2254.58333
460.683	2240.58333
464.58	2220.91667
468.473	2247.25
472.364	2200.91667
476.251	2259.91667
480.135	2271.91667
484.016	2287.25
487.894	2301.25
491.769	2308.58333
495.641	2306.91667
499.509	2287.25
503.375	2297.58333
507.237	2291.25
511.096	2319.91667
514.952	2372.25
518.805	2444.25
522.655	2447.91667
526.502	2322.25
530.346	2288.58333
534.187	2291.58333
538.024	2288.91667
541.859	2297.91667
545.69	2294.25
549.519	2285.58333
553.344	2272.25
557.166	2228.25
560.985	2206.58333
564.802	2194.58333
568.615	2158.25
572.425	2130.91667
576.232	2125.58333
580.036	2109.25
583.836	2124.58333
587.634	2115.25
591.429	2093.25
595.221	2163.58333
599.01	2184.91667
602.796	2176.25
606.578	2227.91667
610.358	2225.25
614.135	2204.58333
617.909	2214.91667
621.679	2194.25
625.447	2160.91667
629.212	2190.58333
632.973	2184.25
636.732	2170.58333
640.488	2192.25
644.241	2162.25
647.991	2138.58333
651.737	2158.25
655.481	2140.25
659.222	2147.58333
662.96	2134.91667
666.695	2162.91667
670.427	2154.91667
674.156	2167.58333
677.882	2171.91667
681.605	2176.25
685.325	2150.91667
689.043	2168.91667
692.757	2124.58333
696.468	2158.58333
700.177	2134.91667
703.882	2138.25
707.585	2151.91667
711.284	2158.25
714.981	2127.58333
718.675	2168.25
722.366	2144.25
726.054	2143.91667
729.739	2165.25
733.421	2142.25
737.1	2154.91667
740.777	2178.25
744.45	2171.58333
748.121	2190.58333
751.789	2260.25
755.453	2237.58333
759.115	2248.25
762.774	2265.58333
766.431	2283.25
770.084	2297.58333
773.734	2336.91667
777.382	2367.58333
781.027	2393.91667
784.669	2401.25
788.308	2412.91667
791.944	2448.25
795.577	2483.58333
799.208	2477.58333
802.835	2503.58333
806.46	2489.91667
810.082	2531.58333
813.701	2531.91667
817.317	2547.91667
820.931	2553.25
824.542	2546.91667
828.149	2517.58333
831.754	2490.91667
835.357	2477.91667
838.956	2499.58333
842.553	2485.91667
846.146	2463.91667
849.737	2466.25
853.326	2457.58333
856.911	2461.58333
860.493	2506.58333
864.073	2508.58333
867.65	2573.25
871.225	2604.58333
874.796	2600.25
878.365	2593.91667
881.931	2597.58333
885.494	2615.91667
889.054	2623.91667
892.612	2616.91667
896.166	2590.25
899.719	2563.91667
903.268	2549.25
906.814	2513.91667
910.358	2500.91667
913.899	2487.25
917.438	2491.58333
920.973	2485.91667
924.506	2527.58333
928.036	2557.25
931.564	2575.91667
935.088	2627.58333
938.61	2588.91667
942.129	2639.91667
945.646	2695.58333
949.16	2751.58333
952.671	2807.58333
956.179	2838.91667
959.685	2808.91667
963.188	2801.58333
966.688	2755.58333
970.185	2708.91667
973.68	2646.25
977.173	2644.25
980.662	2603.91667
984.149	2633.25
987.633	2630.25
991.114	2680.25
994.593	2757.58333
998.069	2857.25
1001.542	2924.58333
1005.013	2840.58333
1008.481	2679.25
1011.947	2642.91667
1015.409	2614.25
1018.869	2638.58333
1022.327	2629.25
1025.782	2599.91667
1029.234	2602.91667
1032.683	2583.58333
1036.13	2499.25
1039.574	2399.58333
1043.016	2339.91667
1046.455	2310.91667
1049.891	2279.58333
1053.325	2305.25
1056.756	2301.25
1060.184	2306.58333
1063.61	2292.91667
1067.033	2313.25
1070.454	2322.91667
1073.872	2349.25
1077.287	2361.25
1080.7	2362.91667
1084.11	2349.91667
1087.517	2341.58333
1090.922	2324.58333
1094.325	2286.25
1097.724	2263.91667
1101.122	2264.25
1104.516	2254.25
1107.908	2262.58333
1111.298	2291.25
1114.684	2317.58333
1118.069	2371.91667
1121.45	2372.58333
1124.83	2371.25
1128.206	2405.25
1131.58	2427.58333
1134.951	2514.58333
1138.32	2579.91667
1141.687	2691.58333
1145.05	2737.91667
1148.412	2758.58333
1151.77	2742.25
1155.126	2696.25
1158.48	2725.58333
1161.831	2755.58333
1165.18	2769.25
1168.525	2792.58333
1171.869	2839.25
1175.21	2848.91667
1178.548	2914.25
1181.884	2911.25
1185.217	2916.58333
1188.548	2962.91667
1191.877	3009.91667
1195.202	3094.25
1198.526	3125.91667
1201.846	3153.58333
1205.165	3150.91667
1208.48	3153.58333
1211.794	3124.91667
1215.104	3153.58333
1218.413	3171.58333
1221.719	3168.58333
1225.022	3130.91667
1228.323	3077.25
1231.621	3085.25
1234.917	3074.25
1238.21	3098.25
1241.501	3084.91667
1244.79	3093.25
1248.076	3090.58333
1251.359	3151.25
1254.64	3208.25
1257.919	3219.25
1261.195	3255.91667
1264.468	3350.91667
1267.74	3393.25
1271.008	3418.25
1274.275	3366.25
1277.538	3324.91667
1280.8	3321.25
1284.059	3334.91667
1287.315	3342.58333
1290.569	3358.25
1293.821	3355.91667
1297.07	3362.91667
1300.317	3386.58333
1303.562	3373.58333
1306.803	3345.91667
1310.043	3316.91667
1313.28	3284.58333
1316.515	3246.58333
1319.747	3202.58333
1322.977	3157.91667
1326.204	3134.58333
1329.429	3064.58333
1332.652	3062.25
1335.872	3063.58333
1339.09	3045.58333
1342.306	3050.25
1345.519	3031.91667
1348.729	2997.58333
1351.938	2993.58333
1355.144	2950.25
1358.347	2902.91667
1361.548	2922.25
1364.747	2926.58333
1367.944	2891.91667
1371.138	2927.58333
1374.329	2945.91667
1377.518	2983.91667
1380.705	2999.58333
1383.89	2974.25
1387.072	2885.58333
1390.252	2780.91667
1393.429	2703.91667
1396.605	2598.91667
1399.777	2544.25
1402.948	2520.58333
1406.116	2501.25
1409.282	2516.58333
1412.445	2503.25
1415.606	2549.91667
1418.765	2569.91667
1421.921	2652.25
1425.075	2718.91667
1428.227	2806.91667
1431.376	2926.58333
1434.524	3028.58333
1437.668	3092.25
1440.811	3098.91667
1443.951	3142.91667
1447.089	3140.25
1450.224	3121.91667
1453.357	3095.91667
1456.488	3069.25
1459.617	3035.25
1462.743	2974.91667
1465.867	2942.58333
1468.989	2901.25
1472.108	2831.91667
1475.225	2800.58333
1478.34	2753.58333
1481.453	2757.25
1484.563	2771.25
1487.671	2815.25
1490.776	2847.25
1493.88	2908.25
1496.981	2968.91667
1500.08	3025.91667
1503.176	3064.25
1506.271	3074.58333
1509.363	3137.91667
